,party,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
957,PPD/PSD,1,1,4,58.11,1,61.72,1082,Fronteira,Portalegre,0,54,2.9,,False,55,2.95,3,1862,71.15,ROGÉRIO DAVID SÁDIO DA SILVA,2021
958,PS,0,1,1,22.18,0,23.56,413,Fronteira,Portalegre,0,54,2.9,,False,55,2.95,3,1862,71.15,FERNANDO JOAQUIM FERREIRA ABEGÃO,2021
959,CH,0,1,0,3.69,0,3.85,82,Gavião,Portalegre,0,49,2.2,,False,47,2.11,4,2225,69.53,ANTÓNIO CARLOS CORDEIRO MIRANDA,2021
960,PCP-PEV,0,1,1,24.49,0,25.6,545,Gavião,Portalegre,0,49,2.2,,False,47,2.11,4,2225,69.53,RUI MANUEL FERNANDES VIEIRA,2021
961,PPD/PSD,0,1,1,20.27,0,21.18,451,Gavião,Portalegre,0,49,2.2,,False,47,2.11,4,2225,69.53,VITOR JOSÉ DA ROSA FILIPE,2021
962,PS,1,1,3,47.24,1,49.37,1051,Gavião,Portalegre,0,49,2.2,,False,47,2.11,4,2225,69.53,JOSÉ FERNANDO DA SILVA PIO,2021
963,CH,0,1,0,2.0,0,2.06,41,Marvão,Portalegre,0,29,1.41,,False,34,1.66,4,2052,75.3,HELDER ANTÓNIO RAMILO PIRES,2021
964,PCP-PEV,0,1,0,2.53,0,2.61,52,Marvão,Portalegre,0,29,1.41,,False,34,1.66,4,2052,75.3,MARINA ANACLETO COSTA,2021
965,PPD/PSD.CDS-PP,1,1,3,48.2,1,49.72,989,Marvão,Portalegre,0,29,1.41,,False,34,1.66,4,2052,75.3,LUIS ANTÓNIO ABELHO SOBREIRA VITORINO,2021
966,PS,0,1,2,44.2,0,45.6,907,Marvão,Portalegre,0,29,1.41,,False,34,1.66,4,2052,75.3,JORGE MIGUEL DA SILVA ROSADO,2021
967,CH,0,1,0,7.13,0,7.34,128,Monforte,Portalegre,0,22,1.23,,False,29,1.62,4,1794,70.16,JOÃO AUGUSTO CABEÇA RAMOS DE MOURA,2021
968,PCP-PEV,1,1,4,62.37,1,64.2,1119,Monforte,Portalegre,0,22,1.23,,False,29,1.62,4,1794,70.16,GONÇALO NUNO RIBEIRO BRANDÃO AMANSO PATACA LAGEM,2021
969,PPD/PSD,0,1,0,5.24,0,5.39,94,Monforte,Portalegre,0,22,1.23,,False,29,1.62,4,1794,70.16,CRISTÓVÃO DA CONCEIÇÃO VENTURA CRESPO,2021
970,PS,0,1,1,22.41,0,23.06,402,Monforte,Portalegre,0,22,1.23,,False,29,1.62,4,1794,70.16,MARIA JERÓNIMA LARANJO FONSECA DA SILVA,2021
971,CH,0,1,0,4.12,0,4.26,157,Nisa,Portalegre,0,65,1.71,,False,59,1.55,7,3807,66.86,AMILCAR RODRIGUES PIRES,2021
972,PCP-PEV,0,1,1,23.8,0,24.6,906,Nisa,Portalegre,0,65,1.71,,False,59,1.55,7,3807,66.86,MARIA DE FÁTIMA SEMEDO DIAS,2021
973,PPD/PSD,0,1,1,14.42,0,14.91,549,Nisa,Portalegre,0,65,1.71,,False,59,1.55,7,3807,66.86,MANUEL ANTÓNIO ROSMANINHO BICHARDO,2021
974,PS,1,1,3,54.4,1,56.23,2071,Nisa,Portalegre,0,65,1.71,,False,59,1.55,7,3807,66.86,MARIA IDALINA ALVES TRINDADE,2021
975,B.E.,0,1,0,3.42,0,3.58,243,Ponte de Sor,Portalegre,0,210,2.95,,False,122,1.71,5,7114,51.34,MARIA ANTÓNIA GONÇALVES DA SILVA FRIO,2021
976,CH,0,1,0,7.21,0,7.56,513,Ponte de Sor,Portalegre,0,210,2.95,,False,122,1.71,5,7114,51.34,ANA SOFIA FERREIRA ALBUQUERQUE CAVALHEIRO DA SILVA,2021
977,PCP-PEV,0,1,1,14.34,0,15.04,1020,Ponte de Sor,Portalegre,0,210,2.95,,False,122,1.71,5,7114,51.34,NUNO MIGUEL PEREIRA NUNES ALVARENGA,2021
978,PPD/PSD.CDS-PP,0,1,0,6.28,0,6.59,447,Ponte de Sor,Portalegre,0,210,2.95,,False,122,1.71,5,7114,51.34,PAULO JORGE PEREIRA MARTINS,2021
979,PS,1,1,6,64.08,1,67.22,4559,Ponte de Sor,Portalegre,0,210,2.95,,False,122,1.71,5,7114,51.34,HUGO LUÍS PEREIRA HILÁRIO,2021
980,B.E.,0,1,0,0.41,0,0.42,53,Portalegre,Portalegre,0,159,1.22,,False,130,1.0,7,13005,64.92,ANTÓNIO MARIA RAMOS RICARDO,2021
981,CH,0,1,0,1.95,0,1.99,253,Portalegre,Portalegre,0,159,1.22,,False,130,1.0,7,13005,64.92,LUÍS SAMUEL DUARTE SILVA LUPI,2021
982,CLIP,0,1,2,25.12,0,25.69,3267,Portalegre,Portalegre,0,159,1.22,,False,130,1.0,7,13005,64.92,MARIA ADELAIDE FRANCO LEBREIRO DE AGUIAR MARQUES TEIXEIRA,2021
983,PCP-PEV,0,1,0,6.56,0,6.71,853,Portalegre,Portalegre,0,159,1.22,,False,130,1.0,7,13005,64.92,HUGO CHICHORRO E SILVA CAPOTE,2021
984,PPD/PSD.CDS-PP,0,1,3,38.39,1,39.27,4993,Portalegre,Portalegre,0,159,1.22,,False,130,1.0,7,13005,64.92,FERMELINDA DE JESUS POMBO CARVALHO,2021
985,PS,0,1,2,25.35,0,25.93,3297,Portalegre,Portalegre,0,159,1.22,,False,130,1.0,7,13005,64.92,LUÍS DAVID TRINDADE DE MOREIRA TESTA,2021
986,CH,0,1,0,2.6,0,2.69,74,Sousel,Portalegre,0,42,1.48,,False,50,1.76,4,2845,73.04,LUÍS DA SILVA MADEIRA,2021
987,PCP-PEV,0,1,0,4.32,0,4.47,123,Sousel,Portalegre,0,42,1.48,,False,50,1.76,4,2845,73.04,MARIA MARGARIDA FORTIO FERNANDES,2021
988,PPD/PSD,0,1,1,27.66,0,28.59,787,Sousel,Portalegre,0,42,1.48,,False,50,1.76,4,2845,73.04,ARMANDO JORGE MENDONÇA VARELA,2021
989,PS,1,1,4,62.18,1,64.26,1769,Sousel,Portalegre,0,42,1.48,,False,50,1.76,4,2845,73.04,MANUEL JOAQUIM SILVA VALÉRIO,2021
990,B.E.,0,1,0,2.13,0,2.19,659,Amarante,Porto,0,556,1.79,,False,325,1.05,26,30987,61.85,ANTÓNIO JOAQUIM MARINHO DA SILVA,2021
991,CH,0,1,0,2.01,0,2.07,623,Amarante,Porto,0,556,1.79,,False,325,1.05,26,30987,61.85,FILIPE EMANUEL DE SOUSA MACEDO,2021
992,PCP-PEV,0,1,0,1.65,0,1.7,511,Amarante,Porto,0,556,1.79,,False,325,1.05,26,30987,61.85,ANTÓNIO AUGUSTO MOREIRA MAGALHÃES DUARTE,2021
993,PPD/PSD.CDS-PP,1,1,5,52.49,1,54.03,16266,Amarante,Porto,0,556,1.79,,False,325,1.05,26,30987,61.85,JOSÉ LUÍS GASPAR JORGE,2021
994,PS,0,1,4,38.88,0,40.02,12047,Amarante,Porto,0,556,1.79,,False,325,1.05,26,30987,61.85,HUGO MIGUEL COSTA CARVALHO,2021
995,CH,0,1,0,2.58,0,2.66,294,Baião,Porto,0,178,1.56,,False,163,1.43,14,11391,67.68,RAUL GABRIEL PALHA BESSA MELO,2021
996,PCP-PEV,0,1,0,1.19,0,1.23,136,Baião,Porto,0,178,1.56,,False,163,1.43,14,11391,67.68,MANUEL MARIA ABREU DE VILAS BOAS,2021
997,PPD/PSD.CDS-PP,0,1,2,32.41,0,33.41,3692,Baião,Porto,0,178,1.56,,False,163,1.43,14,11391,67.68,PAULO ADRIANO GUEDES PORTELA,2021
998,PS,1,1,5,60.82,1,62.7,6928,Baião,Porto,0,178,1.56,,False,163,1.43,14,11391,67.68,JOAQUIM PAULO DE SOUSA PEREIRA,2021
999,CDS-PP,0,1,0,1.86,0,1.93,606,Felgueiras,Porto,0,628,1.93,,False,422,1.3,20,32513,62.86,ELISABETE GOMES TEIXEIRA,2021
1000,CH,0,1,0,1.97,0,2.03,639,Felgueiras,Porto,0,628,1.93,,False,422,1.3,20,32513,62.86,MARIA DA GLÓRIA FONSECA MOREIRA MESQUITA,2021
1001,IL,0,1,0,1.48,0,1.53,480,Felgueiras,Porto,0,628,1.93,,False,422,1.3,20,32513,62.86,CAMILO FILIPE DA COSTA REBELO,2021
1002,L.PS,1,1,7,67.89,1,70.16,22074,Felgueiras,Porto,0,628,1.93,,False,422,1.3,20,32513,62.86,NUNO ALEXANDRE MARTINS DA FONSECA,2021
1003,PCP-PEV,0,1,0,1.87,0,1.93,607,Felgueiras,Porto,0,628,1.93,,False,422,1.3,20,32513,62.86,ANTÓNIO FERNANDO MARINHO PEIXOTO,2021
1004,PPD/PSD.PPM,0,1,2,21.71,0,22.43,7057,Felgueiras,Porto,0,628,1.93,,False,422,1.3,20,32513,62.86,VITOR SEBASTIÃO SÁ PEREIRA DE VAONCELOS,2021
1005,B.E.,0,1,0,5.79,0,6.11,4130,Gondomar,Porto,0,2311,3.24,,False,1462,2.05,7,71375,48.82,BRUNO DA CRUZ MAIA,2021
1006,CH,0,1,0,4.0,0,4.23,2857,Gondomar,Porto,0,2311,3.24,,False,1462,2.05,7,71375,48.82,ISABELA DA ROCHA MENDES,2021
1007,IL,0,1,0,2.73,0,2.88,1945,Gondomar,Porto,0,2311,3.24,,False,1462,2.05,7,71375,48.82,RAFAEL CORTE REAL DE SAMPAIO RAFAEL,2021
1008,PAN,0,1,0,2.89,0,3.06,2066,Gondomar,Porto,0,2311,3.24,,False,1462,2.05,7,71375,48.82,NUNO FILIPE PEREIRA DOS SANTOS,2021
1009,PCP-PEV,0,1,1,10.84,0,11.44,7735,Gondomar,Porto,0,2311,3.24,,False,1462,2.05,7,71375,48.82,CRISTINA ALEXANDRA RIBEIRO COELHO,2021
1010,PPD/PSD.CDS-PP,0,1,3,21.58,0,22.78,15400,Gondomar,Porto,0,2311,3.24,,False,1462,2.05,7,71375,48.82,JORGE MANUEL DE CASTRO FERREIRA DE ASCENÇÃO,2021
1011,PS,1,1,7,46.89,1,49.51,33469,Gondomar,Porto,0,2311,3.24,,False,1462,2.05,7,71375,48.82,MARCO ANDRÉ DOS SANTOS MARTINS LOPES,2021
1012,B.E.,0,1,0,1.49,0,1.53,421,Lousada,Porto,0,422,1.5,,False,272,0.97,15,28176,67.97,DANIELA FERNANDA BORGES LEAL,2021
1013,CH,0,1,0,1.52,0,1.56,429,Lousada,Porto,0,422,1.5,,False,272,0.97,15,28176,67.97,ZUZANA ALEXANDRA DE LEITE MOREIRA,2021
1014,PCP-PEV,0,1,0,1.15,0,1.18,325,Lousada,Porto,0,422,1.5,,False,272,0.97,15,28176,67.97,MATEUS MARTINS LARANJEIRA,2021
1015,PPD/PSD.CDS-PP,0,1,2,33.95,0,34.81,9567,Lousada,Porto,0,422,1.5,,False,272,0.97,15,28176,67.97,CRISTOVÁO SIMÃO OLIVEIRA RIBEIRO,2021
1016,PS,1,1,5,58.78,1,60.26,16561,Lousada,Porto,0,422,1.5,,False,272,0.97,15,28176,67.97,PEDRO DANIEL MACHADO GOMES,2021
1017,R.I.R.,0,1,0,0.64,0,0.65,179,Lousada,Porto,0,422,1.5,,False,272,0.97,15,28176,67.97,PAULO JOSÉ MEIRELES DE SOUSA,2021
1018,B.E.,0,1,0,5.16,0,5.49,3159,Maia,Porto,0,2425,3.96,,False,1178,1.93,10,61194,52.31,SILVESTRE SANTOS GOMES PEREIRA,2021
1019,CH,0,1,0,3.85,0,4.09,2355,Maia,Porto,0,2425,3.96,,False,1178,1.93,10,61194,52.31,ANDRÉ PEDRO DE ALMEIDA,2021
1020,IL,0,1,0,3.66,0,3.89,2240,Maia,Porto,0,2425,3.96,,False,1178,1.93,10,61194,52.31,MARIANA MENDES NINA SILVESTRE,2021
1021,PAN,0,1,0,3.74,0,3.98,2291,Maia,Porto,0,2425,3.96,,False,1178,1.93,10,61194,52.31,JOÃO FILIPE PIRES BORGES,2021
1022,PCP-PEV,0,1,0,4.81,0,5.12,2946,Maia,Porto,0,2425,3.96,,False,1178,1.93,10,61194,52.31,MANUEL ALFREDO DA ROCHA MAIA,2021
1023,PPD/PSD.CDS-PP,1,1,6,40.42,1,42.94,24732,Maia,Porto,0,2425,3.96,,False,1178,1.93,10,61194,52.31,ANTÓNIO DOMINGOS DA SILVA TIAGO,2021
1024,PPM,0,1,0,0.21,0,0.22,128,Maia,Porto,0,2425,3.96,,False,1178,1.93,10,61194,52.31,ANTÓNIO JOÃO FONTES MAIA,2021
1025,PS,0,1,5,32.26,0,34.28,19740,Maia,Porto,0,2425,3.96,,False,1178,1.93,10,61194,52.31,JOSÉ FRANCISCO FERREIRA DA SILVA VIEIRA DE CARVALHO,2021
1026,B.E.,0,1,0,1.28,0,1.31,387,Marco de Canaveses,Porto,0,372,1.23,,False,383,1.27,16,30247,66.64,NUNO MIGUEL LEITE DE SOUSA TEIXEIRA,2021
1027,CH,0,1,0,1.57,0,1.61,474,Marco de Canaveses,Porto,0,372,1.23,,False,383,1.27,16,30247,66.64,PATRÍCIA HELENA FREITAS DE MAGALHÃES,2021
1028,PCP-PEV,0,1,0,1.41,0,1.44,426,Marco de Canaveses,Porto,0,372,1.23,,False,383,1.27,16,30247,66.64,JOSÉ LUÍS CARVALHO DE SOUSA,2021
1029,PPD/PSD.CDS-PP,0,1,2,34.21,0,35.08,10347,Marco de Canaveses,Porto,0,372,1.23,,False,383,1.27,16,30247,66.64,MARIA AMÉLIA DUARTE FERREIRA,2021
1030,PS,1,1,5,59.04,1,60.55,17858,Marco de Canaveses,Porto,0,372,1.23,,False,383,1.27,16,30247,66.64,CRISTINA LASALETE CARDOSO VIEIRA,2021
1031,ANTÓNIO PARADA SIM!,0,1,1,9.87,0,10.38,6873,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,ANTÓNIO MANUEL GOMES SANTOS PARADA,2021
1032,B.E.,0,1,0,5.66,0,5.95,3938,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,CARLA MÓNICA DA SILVA FONSECA,2021
1033,CH,0,1,0,3.8,0,4.0,2646,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,ISRAEL PONTES RAMOS LOPES AUGUSTO,2021
1034,IL,0,1,0,4.7,0,4.94,3271,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,HUMBERTO TOMAZ DE SOUSA ALMEIDA E SILVA,2021
1035,MI,0,1,0,0.93,0,0.98,650,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,JOAQUIM JORGE COSTA RIBEIRO,2021
1036,PAN,0,1,0,2.71,0,2.85,1885,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,NUNO RODRIGO ANDRADE TAVARES PIRES,2021
1037,PCP-PEV,0,1,1,6.58,0,6.92,4580,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,JOSÉ PEDRO DA SILVA RODRIGUES,2021
1038,PPD/PSD.CDS-PP,0,1,2,17.25,0,18.14,12015,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,BRUNO FILIPE MONTEIRO PEREIRA,2021
1039,PS,1,1,7,43.62,1,45.86,30373,Matosinhos,Porto,0,2250,3.23,,False,1155,1.66,4,69636,46.01,LUÍSA MARIA NEVES SALGUEIRO,2021
1040,B.E.,0,1,0,1.39,0,1.44,681,Paredes,Porto,0,960,1.96,,False,824,1.68,18,49085,66.07,JOÃO PEDRO FERNANDES FERREIRA,2021
1041,CH,0,1,0,1.67,0,1.73,819,Paredes,Porto,0,960,1.96,,False,824,1.68,18,49085,66.07,MARIA TERESA FERREIRA MONTEIRO,2021
1042,NC/A,0,1,0,2.69,0,2.79,1322,Paredes,Porto,0,960,1.96,,False,824,1.68,18,49085,66.07,JOSÉ MANUEL DE PINHO FERREIRA,2021
1043,PCP-PEV,0,1,0,2.38,0,2.47,1168,Paredes,Porto,0,960,1.96,,False,824,1.68,18,49085,66.07,ÁLVARO DOS SANTOS PINTO,2021
1044,PPD/PSD.CDS-PP,0,1,2,25.79,0,26.76,12660,Paredes,Porto,0,960,1.96,,False,824,1.68,18,49085,66.07,LUÍS RICARDO MOREIRA DE SOUSA,2021
1045,PS,1,1,7,62.44,1,64.8,30651,Paredes,Porto,0,960,1.96,,False,824,1.68,18,49085,66.07,JOSÉ ALEXANDRE DA SILVA ALMEIDA,2021
1046,CDS-PP,0,1,0,1.56,0,1.61,500,Paços de Ferreira,Porto,0,609,1.9,,False,442,1.38,12,32092,65.74,LUDGERO ALBERTO SIMÃO PEREIRA,2021
1047,CH,0,1,0,2.22,0,2.3,714,Paços de Ferreira,Porto,0,609,1.9,,False,442,1.38,12,32092,65.74,CÁTIA RAFAELA TEIXEIRA DOS SANTOS,2021
1048,PCP-PEV,0,1,0,3.24,0,3.35,1039,Paços de Ferreira,Porto,0,609,1.9,,False,442,1.38,12,32092,65.74,JOÃO PAULO MACHADO PEREIRA DE CARVALHO,2021
1049,PPD/PSD,0,1,3,33.92,0,35.07,10887,Paços de Ferreira,Porto,0,609,1.9,,False,442,1.38,12,32092,65.74,ARTUR ALEXANDRE SOARES DA COSTA,2021
1050,PS,1,1,4,55.78,1,57.67,17901,Paços de Ferreira,Porto,0,609,1.9,,False,442,1.38,12,32092,65.74,HUMBERTO FERNANDO LEÃO PACHECO DE BRITO,2021
1051,B.E.,0,1,0,1.66,0,1.71,727,Penafiel,Porto,0,633,1.45,,False,586,1.34,28,43664,70.49,DUARTE JOÃO DA COSTA GRAÇA,2021
1052,CH,0,1,0,2.17,0,2.23,947,Penafiel,Porto,0,633,1.45,,False,586,1.34,28,43664,70.49,CARLA SANDRA PIRES SILVESTRE,2021
1053,PCP-PEV,0,1,0,1.93,0,1.99,843,Penafiel,Porto,0,633,1.45,,False,586,1.34,28,43664,70.49,BRUNO ALEXANDRE FERREIRA DE SOUSA,2021
1054,PPD/PSD.CDS-PP,1,1,6,60.51,1,62.25,26422,Penafiel,Porto,0,633,1.45,,False,586,1.34,28,43664,70.49,ANTONINO AURÉLIO VIEIRA DE SOUSA,2021
1055,PS.RIR,0,1,3,30.93,0,31.82,13506,Penafiel,Porto,0,633,1.45,,False,586,1.34,28,43664,70.49,PAULO CÉSAR ARAÚJO CORREIA,2021
1056,B.E.,0,1,1,6.25,0,6.47,6323,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,SÉRGIO AUGUSTO LEITE AIRES,2021
1057,CH,0,1,0,2.95,0,3.05,2980,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,ANTÓNIO JOSÉ GONÇALVES FONSECA,2021
1058,E,0,1,0,0.08,0,0.08,80,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,BRUNO MIGUEL BENIGNO REBELO,2021
1059,L,0,1,0,0.46,0,0.47,462,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,DIAMANTINO JOSÉ VIDEIRA MATOS RAPOSINHO,2021
1060,PAN,0,1,0,2.79,0,2.89,2819,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,BEBIANA MARIA RIBEIRO DA CUNHA,2021
1061,PCP-PEV,0,1,1,7.53,0,7.79,7609,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,MARIA ILDA CAS COSTA FIGUEIREDO,2021
1062,PPD/PSD,0,1,2,17.24,0,17.84,17426,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,VLADIMIRO MOTA CARDOSO FELIZ,2021
1063,PPM,0,1,0,0.21,0,0.22,212,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,DIOGO DA ROCHA ANTUNES DE ARAÚJO DANTAS,2021
1064,PS,0,1,3,18.0,0,18.63,18201,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,TIAGO BARBOSA RIBEIRO,2021
1065,RM,0,1,6,40.72,1,42.14,41167,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,RUI DE CARVALHO DE ARAÚJO MOREIRA,2021
1066,VP,0,1,0,0.42,0,0.43,423,Porto,Porto,0,2251,2.23,,False,1148,1.14,7,101101,48.81,ANDRÉ DE ALMEIDA EIRA,2021
1067,B.E.,0,1,0,2.85,0,2.99,826,Póvoa de Varzim,Porto,0,959,3.31,,False,392,1.35,7,28937,48.1,ANA FILIPA MORAIS DE AFONSECA,2021
1068,CDS-PP,0,1,0,3.39,0,3.56,982,Póvoa de Varzim,Porto,0,959,3.31,,False,392,1.35,7,28937,48.1,JOAQUIM ARTUR SALAZAR CASTELO BRANCO,2021
1069,CH,0,1,0,5.51,0,5.77,1593,Póvoa de Varzim,Porto,0,959,3.31,,False,392,1.35,7,28937,48.1,SÓNIA VIEIRA DE CARVALHO,2021
1070,IL,0,1,0,3.47,0,3.64,1003,Póvoa de Varzim,Porto,0,959,3.31,,False,392,1.35,7,28937,48.1,RICARDO INÁCIO VELOSO ZAMITH DE PASSOS,2021
1071,PAN,0,1,0,2.36,0,2.48,683,Póvoa de Varzim,Porto,0,959,3.31,,False,392,1.35,7,28937,48.1,DIANA DUARTE VIANEZ,2021
1072,PCP-PEV,0,1,0,4.18,0,4.39,1211,Póvoa de Varzim,Porto,0,959,3.31,,False,392,1.35,7,28937,48.1,ARTUR JORGE DA SILVA MACHADO,2021
1073,PPD/PSD,1,1,7,51.65,1,54.18,14946,Póvoa de Varzim,Porto,0,959,3.31,,False,392,1.35,7,28937,48.1,AIRES HENRIQUE DO COUTO PEREIRA,2021
1074,PS,0,1,2,21.92,0,22.99,6342,Póvoa de Varzim,Porto,0,959,3.31,,False,392,1.35,7,28937,48.1,JOÃO LUÍS PINHEIRO TROCADO DA COSTA,2021
1075,B.E.,0,1,0,6.05,0,6.4,2147,Santo Tirso,Porto,0,1384,3.9,,False,551,1.55,14,35486,57.25,ANA ISABEL CARNEIRO GOVEIA DA SILVA,2021
1076,CH,0,1,0,4.44,0,4.7,1577,Santo Tirso,Porto,0,1384,3.9,,False,551,1.55,14,35486,57.25,JOANA MARIA GERALDES MALHEIRO MACHADO GUIMARÃES,2021
1077,NC/PPM,0,1,0,1.58,0,1.68,562,Santo Tirso,Porto,0,1384,3.9,,False,551,1.55,14,35486,57.25,HENRIQUE DA CRUZ PINHEIRO MACHADO,2021
1078,PCP-PEV,0,1,0,3.47,0,3.68,1233,Santo Tirso,Porto,0,1384,3.9,,False,551,1.55,14,35486,57.25,JOSÉ EDUARDO FERNANDES MAGALHÃES,2021
1079,PPD/PSD.CDS-PP,0,1,2,18.63,0,19.71,6612,Santo Tirso,Porto,0,1384,3.9,,False,551,1.55,14,35486,57.25,CARLOS JORGE CASTRO ALVES,2021
1080,PS,1,1,7,60.36,1,63.84,21420,Santo Tirso,Porto,0,1384,3.9,,False,551,1.55,14,35486,57.25,ALBERTO MANUEL MARTINS DA COSTA,2021
1081,CH,0,1,0,2.43,0,2.52,511,Trofa,Porto,0,503,2.39,,False,317,1.5,5,21069,62.27,RUI PEDRO ROSAS DOS SANTOS COSTA,2021
1082,PAN,0,1,0,2.69,0,2.8,567,Trofa,Porto,0,503,2.39,,False,317,1.5,5,21069,62.27,RODRIGO CAMPOS REIS,2021
1083,PCP-PEV,0,1,0,2.29,0,2.39,483,Trofa,Porto,0,503,2.39,,False,317,1.5,5,21069,62.27,FERNANDO JORGE DA SILVA E SÁ,2021
1084,PPD/PSD.CDS-PP,1,1,5,56.47,1,58.76,11898,Trofa,Porto,0,503,2.39,,False,317,1.5,5,21069,62.27,SÉRGIO HUMBERTO PEREIRA DA SILVA,2021
1085,PS,0,1,2,32.23,0,33.53,6790,Trofa,Porto,0,503,2.39,,False,317,1.5,5,21069,62.27,JOSÉ AMADEU FERREIRA DIAS,2021
1086,B.E.,0,1,0,4.85,0,5.15,1955,Valongo,Porto,0,1462,3.63,,False,889,2.21,4,40288,47.79,NUNO ANTÓNIO DIAS MONTEIRO,2021
1087,CH,0,1,0,4.2,0,4.46,1693,Valongo,Porto,0,1462,3.63,,False,889,2.21,4,40288,47.79,MARIA DO CARMO RIBEIRO LOPES,2021
1088,NC,0,1,0,2.73,0,2.9,1100,Valongo,Porto,0,1462,3.63,,False,889,2.21,4,40288,47.79,ANTÓNIO ARMINDO TORRES RAMALHO GOUVEIA,2021
1089,PAN,0,1,0,2.98,0,3.17,1201,Valongo,Porto,0,1462,3.63,,False,889,2.21,4,40288,47.79,VÍTOR FERNANDO PARATI MATOS RIBEIRO,2021
1090,PCP-PEV,0,1,0,5.12,0,5.44,2062,Valongo,Porto,0,1462,3.63,,False,889,2.21,4,40288,47.79,ADRIANO SOARES RIBEIRO,2021
1091,PPD/PSD.CDS-PP,0,1,3,24.16,0,25.65,9732,Valongo,Porto,0,1462,3.63,,False,889,2.21,4,40288,47.79,PAULO MIGUEL DA SILVA SANTOS,2021
1092,PS,1,1,6,50.12,1,53.23,20194,Valongo,Porto,0,1462,3.63,,False,889,2.21,4,40288,47.79,JOSÉ MANUEL PEREIRA RIBEIRO,2021
1093,B.E.,0,1,0,4.61,0,4.83,5886,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,RENATO MANUEL CORDEIRO DE MOURA SOEIRO,2021
1094,CH,0,1,0,4.21,0,4.4,5368,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,ALCIDES DO COUTO PEREIRA,2021
1095,IL,0,1,0,2.95,0,3.08,3760,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,ORLANDO JOSÉ MENDES MONTEIRO DA SILVA,2021
1096,L,0,1,0,0.46,0,0.48,582,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,ANA SOFIA POÇAS RIBEIRO,2021
1097,MPT.PDR,0,1,0,0.48,0,0.5,606,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,VITOR MANUEL ANDRADE DA SILVA MARQUES,2021
1098,PAN,0,1,0,2.73,0,2.86,3484,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,NUNO FERNANDO DA ASCENSÃO GOMES OLIVEIRA,2021
1099,PCP-PEV,0,1,0,4.83,0,5.05,6162,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,DIANA JORGE MARTINS FERREIRA,2021
1100,PPD/PSD.CDS-PP.PPM,0,1,2,17.57,0,18.37,22407,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,JOSÉ JOAQUIM CANCELA MOURA,2021
1101,PS,1,1,9,57.79,1,60.44,73712,Vila Nova de Gaia,Porto,0,3562,2.79,,False,2017,1.58,15,127546,47.69,EDUARDO VÍTOR DE ALMEIDA RODRIGUES,2021
1102,B.E.,0,1,0,1.62,0,1.68,704,Vila do Conde,Porto,0,945,2.18,,False,427,0.98,21,43373,60.43,ANTÓNIO MANUEL LOURO MIGUEL,2021
1103,CDS-PP,0,1,0,1.08,0,1.11,468,Vila do Conde,Porto,0,945,2.18,,False,427,0.98,21,43373,60.43,ARTUR SOUSA DO BONFIM,2021
1104,CH,0,1,0,2.53,0,2.61,1097,Vila do Conde,Porto,0,945,2.18,,False,427,0.98,21,43373,60.43,ANTÓNIO LUIS VILELA BAPTISTA,2021
